,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
9428,TRON: Evolution,PSP,2010.0,Action,Disney Interactive Studios,0.1,0.02,0.0,0.02,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,SuperVillain Studios,E10+
9429,Gravity Rush Remastered,PS4,2015.0,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13,73.0,26.168198060234815,7.7,153.0,Bluepoint Games,T
9430,Destruction Derby Arenas,PS2,2004.0,Racing,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,68.81214905564063,26.168198060234815,7.7,29.0,Studio 33,T
9431,Dengeki Bunko Fighting Climax,PSV,2014.0,Fighting,Sega,0.04,0.0,0.06,0.01,0.13,73.0,22.0,7.7,29.0,Sega,T
9432,MLB Power Pros 2008,Wii,2008.0,Sports,Konami Digital Entertainment,0.11,0.0,0.01,0.01,0.13,73.0,22.0,7.7,29.0,Konami,E
9433,Littlest Pet Shop: Spring,DS,2009.0,Simulation,Electronic Arts,0.12,0.0,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Electronic Arts,E
9434,The Unholy War,PS,1998.0,Strategy,Eidos Interactive,0.07,0.05,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9435,Cabela's Dangerous Hunts 2009,X360,2008.0,Sports,Activision,0.12,0.0,0.0,0.01,0.13,68.81214905564063,22.0,7.116133442712647,156.67227235438884,FUN Labs,T
9436,Rumble Roses XX,X360,2006.0,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,29.0,Konami,M
9437,Total War: WARHAMMER,PC,2016.0,Strategy,Sega,0.0,0.12,0.0,0.01,0.13,73.0,26.168198060234815,7.3,156.67227235438884,Creative Assembly,T
9438,Wantame Music Channel: Doko Demo Style,DS,2007.0,Misc,Capcom,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9439,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GBA,2005.0,Platform,Ubisoft,0.09,0.03,0.0,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9440,Shaman King: Power of Spirit,PS2,2004.0,Adventure,Konami Digital Entertainment,0.06,0.05,0.0,0.02,0.13,68.81214905564063,22.0,7.7,29.0,WinkySoft,T
9441,Anno 1701: Dawn of Discovery,DS,2007.0,Simulation,Touchstone,0.07,0.05,0.0,0.01,0.13,73.0,22.0,7.5,29.0,Sunflowers Interactive,E
9442,Soccer Tsuku DS: World Challenge 2010,DS,2010.0,Sports,Sega,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9443,The BIGS 2,PS3,2009.0,Sports,Take-Two Interactive,0.12,0.0,0.0,0.01,0.13,73.0,22.0,7.6,29.0,Blue Castle Games,E10+
9444,LEGO Legends of Chima: Laval's Journey,PSV,2013.0,Adventure,Warner Bros. Interactive Entertainment,0.01,0.09,0.0,0.03,0.13,68.81214905564063,22.0,7.116133442712647,29.0,TT Games,E10+
9445,DreamWorks Super Star Kartz,Wii,2011.0,Racing,Activision,0.08,0.03,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Activision,E
9446,Contra III: The Alien Wars,SNES,1992.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9447,The Amazing Race,Wii,2010.0,Misc,Ubisoft,0.12,0.0,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ludia Inc.,E
9448,Dead to Rights: Reckoning,PSP,2005.0,Shooter,Electronic Arts,0.12,0.0,0.0,0.01,0.13,68.81214905564063,26.0,7.2,29.0,Rebellion,M
9449,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,2011.0,Role-Playing,Square Enix,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9450,NBA 08,PS3,2007.0,Sports,Sony Computer Entertainment,0.12,0.0,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,29.0,SCEA San Diego Studios,E
9451,Hasbro Family Fun Pack,XOne,2015.0,Misc,Ubisoft,0.1,0.02,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E10+
9452,Amagami,PS2,2009.0,Adventure,Enterbrain,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9453,No Fear Downhill Mountain Biking,PS,1998.0,Sports,Codemasters,0.07,0.05,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9454,NCIS,Wii,2011.0,Adventure,Ubisoft,0.08,0.04,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,T
9455,The IdolM@ster: One for All,PS3,2014.0,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9456,Fire ProWrestling,GBA,2001.0,Fighting,Spike,0.09,0.03,0.0,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9457,Eternal Poison (JP sales),PS2,2008.0,Role-Playing,Banpresto,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9458,Mission: Impossible - Operation Surma,XB,2003.0,Platform,Atari,0.1,0.03,0.0,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,29.0,Paradigm Entertainment,T
9459,Legendary,PS3,2008.0,Shooter,Atari,0.08,0.03,0.0,0.02,0.13,68.81214905564063,26.168198060234815,7.116133442712647,31.0,Spark Unlimited,M
9460,Chuck E. Cheese's Game Room,DS,2010.0,Misc,UFO Interactive,0.12,0.0,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,UFO Interactive,E
9461,MX 2002 Featuring Ricky Carmichael,XB,2001.0,Racing,THQ,0.1,0.03,0.0,0.0,0.13,73.0,22.0,7.116133442712647,156.67227235438884,Pacific Coast Power & Light,E
9462,Romance of the Three Kingdoms IV: Wall of Fire,PS,1995.0,Strategy,Tecmo Koei,0.05,0.03,0.04,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9463,Illusion of Gaia,SNES,1993.0,Role-Playing,Nintendo,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9464,Batman: Arkham Knight,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13,70.0,22.0,7.116133442712647,156.67227235438884,"Rocksteady Studios, Iron Galaxy Studios",M
9465,Disney's Kim Possible: Kimmunicator,DS,2005.0,Platform,Disney Interactive Studios,0.11,0.01,0.0,0.01,0.13,68.81214905564063,22.0,7.5,29.0,Artificial Mind and Movement,E
9466,Mega Man Anniversary Collection,XB,2005.0,Platform,Capcom,0.1,0.03,0.0,0.0,0.13,73.0,22.0,7.7,29.0,Atomic Planet Entertainment,E
9467,Sally's Salon,DS,2008.0,Simulation,Capcom,0.12,0.0,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Capcom,E
9468,Disruptor,PS,1995.0,Shooter,Interplay,0.07,0.05,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9469,Pro Evolution Soccer 2017,PS3,2016.0,Sports,Konami Digital Entertainment,0.01,0.05,0.06,0.01,0.13,68.81214905564063,26.168198060234815,7.2,29.0,Konami,E
9470,Zoobles! Spring to Life!,DS,2011.0,Misc,Activision,0.1,0.02,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9471,Diablo II,PC,2000.0,Role-Playing,Havas Interactive,0.01,0.1,0.0,0.02,0.13,73.0,26.168198060234815,7.7,156.67227235438884,Blizzard North,M
9472,Shrek Smash n' Crash Racing,GC,2006.0,Racing,Activision,0.1,0.03,0.0,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,29.0,Activision,E
9473,F1 2011,PSV,2011.0,Racing,Codemasters,0.03,0.07,0.01,0.02,0.13,68.81214905564063,26.168198060234815,7.116133442712647,29.0,Codemasters,E
9474,Drakengard 2,PS2,2005.0,Role-Playing,Ubisoft,0.06,0.05,0.0,0.02,0.13,68.81214905564063,26.168198060234815,7.116133442712647,49.0,Cavia Inc.,M
9475,Ben 10 Galactic Racing,DS,2011.0,Racing,D3Publisher,0.09,0.03,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Tantatus,E
9476,Grand Knights History,PSP,2011.0,Role-Playing,Marvelous Interactive,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Vanillaware,E
9477,Scene It? Bright Lights! Big Screen!,PS3,2009.0,Misc,Warner Bros. Interactive Entertainment,0.1,0.01,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9478,Harvest Moon DS (jp sales),DS,2005.0,Simulation,Rising Star Games,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9479,Castlevania: Legacy of Darkness,N64,1999.0,Platform,Konami Digital Entertainment,0.06,0.02,0.05,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9480,Sin and Punishment,N64,2000.0,Shooter,Nintendo,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9481,NBA Jam 2000,N64,1999.0,Sports,Acclaim Entertainment,0.12,0.01,0.0,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9482,Sonic Riders,XB,2006.0,Racing,Sega,0.1,0.03,0.0,0.0,0.13,68.81214905564063,26.168198060234815,7.7,29.0,Sonic Team,E
9483,Shrek Super Party,XB,2002.0,Misc,TDK Mediactive,0.1,0.03,0.0,0.0,0.13,68.81214905564063,22.0,7.7,29.0,Mass Media,E
9484,Venetica,X360,2010.0,Role-Playing,DTP Entertainment,0.09,0.03,0.0,0.01,0.13,68.81214905564063,22.0,7.3,29.0,Deck 13,T
9485,Rally Fusion: Race of Champions,PS2,2002.0,Racing,Activision,0.06,0.05,0.0,0.02,0.13,73.0,22.0,7.116133442712647,156.67227235438884,Climax Group,E
9486,The House of the Dead,SAT,1997.0,Shooter,Sega,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9487,Transformers: Prime,WiiU,2012.0,Action,Activision,0.09,0.03,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9488,Persona 4: Arena,X360,2012.0,Fighting,Atlus,0.08,0.01,0.03,0.01,0.13,73.0,22.0,7.3,60.0,Arc System Works,T
9490,Cabela's Alaskan Adventure,X360,2006.0,Sports,Activision,0.12,0.0,0.0,0.01,0.13,68.81214905564063,22.0,7.116133442712647,29.0,FUN Labs,T
9491,RealSports Volleyball,2600,1981.0,Sports,Atari,0.12,0.01,0.0,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9492,Heroes of the Pacific,XB,2005.0,Simulation,Codemasters,0.1,0.03,0.0,0.0,0.13,73.0,26.168198060234815,7.7,29.0,IR Gurus Interactive Ltd.,T
9493,RollerCoaster Tycoon,XB,2003.0,Strategy,Atari,0.1,0.03,0.0,0.0,0.13,68.81214905564063,22.0,7.7,29.0,Atari,E
9494,NightCaster,XB,2002.0,Action,Microsoft Game Studios,0.1,0.03,0.0,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,29.0,Jaleco Entertainment,T
9495,FIFA World Cup Germany 2006,GC,2006.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13,73.0,22.0,7.116133442712647,29.0,EA Canada,E
9496,Space Camp,Wii,2009.0,Action,Activision,0.12,0.0,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,29.0,7 Studios,E
9497,Hitman 2: Silent Assassin,GC,2003.0,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13,73.0,22.0,7.116133442712647,29.0,Io Interactive,M
9498,Lovely Lisa and Friends,DS,2010.0,Simulation,Tomy Corporation,0.12,0.0,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9499,Digimon Racing,GBA,2004.0,Racing,Namco Bandai Games,0.09,0.03,0.0,0.0,0.13,68.81214905564063,22.0,7.116133442712647,156.67227235438884,Griptonite Games,E
9500,All Star Cheer Squad 2,Wii,2009.0,Sports,THQ,0.12,0.0,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Gorilla Games,E
9501,Ape Escape 3,PS2,2005.0,Platform,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,73.0,26.168198060234815,7.7,29.0,SCE Japan Studio,E10+
9502,"Crouching Tiger, Hidden Dragon",PS2,2003.0,Action,Ubisoft,0.06,0.05,0.0,0.02,0.13,68.81214905564063,26.0,7.116133442712647,29.0,Light Weight,T
9503,Final Fantasy XIV: Heavensward,PS4,2015.0,Action,Square Enix,0.0,0.06,0.06,0.01,0.13,73.0,22.0,7.6,156.67227235438884,Square Enix,T
9504,Last Bronx,SAT,1996.0,Fighting,Sega,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9505,Secret Agent Clank,PSP,2008.0,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.02,0.13,72.0,26.168198060234815,7.7,35.0,High Impact Games,E10+
9506,Barbie and the Three Musketeers,DS,2009.0,Adventure,Activision,0.12,0.0,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,WayForward,E
9507,Science Papa,Wii,2009.0,Misc,Activision,0.11,0.01,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Activision,E
9508,Momotaro Douchuuki,SAT,1997.0,Misc,Hudson Soft,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9509,Iridion II,GBA,2003.0,Shooter,Vivendi Games,0.09,0.03,0.0,0.0,0.13,73.0,22.0,7.116133442712647,156.67227235438884,Shin'en,E
9510,Whiplash,PS2,2003.0,Racing,Eidos Interactive,0.06,0.05,0.0,0.02,0.13,68.81214905564063,26.168198060234815,7.7,29.0,Crystal Dynamics,T
9511,007: Quantum of Solace,DS,2008.0,Action,Activision,0.11,0.01,0.0,0.01,0.13,68.81214905564063,22.0,7.116133442712647,156.67227235438884,Vicarious Visions,T
9512,Family Fortunes,Wii,2009.0,Misc,Mindscape,0.0,0.12,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9513,Borderlands: Double Game Add-On Pack,X360,2010.0,Shooter,Take-Two Interactive,0.1,0.02,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Gearbox Software,M
9515,Watch Dogs,WiiU,2014.0,Action,Ubisoft,0.07,0.05,0.0,0.01,0.13,68.81214905564063,22.0,7.116133442712647,156.67227235438884,Ubisoft Romania,M
9516,BlazBlue: Continuum Shift II,PSP,2011.0,Fighting,PQube,0.03,0.02,0.06,0.01,0.13,73.0,22.0,7.116133442712647,29.0,Arc System Works,T
9517,Summon Night: Twin Age,DS,2007.0,Role-Playing,Banpresto,0.07,0.0,0.05,0.01,0.13,73.0,22.0,7.2,29.0,Flight-Plan,E10+
9518,Spider-Man: Battle for New York,DS,2006.0,Platform,Activision,0.12,0.0,0.0,0.01,0.13,68.81214905564063,22.0,7.116133442712647,29.0,Torus Games,E10+
9519,Pop'n Music Portable,PSP,2010.0,Misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9521,Destroy All Humans! Path of the Furon,X360,2008.0,Action,THQ,0.08,0.04,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9522,Army Men: Soldiers of Misfortune,Wii,2008.0,Shooter,Zoo Games,0.12,0.0,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,29.0,Big Blue Bubble Inc.,E
9523,Game Party: Champions,WiiU,2012.0,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13,68.81214905564063,22.0,7.116133442712647,29.0,"Phosphor Games Studio, LLC",E
9524,Otogi: Myth of Demons,XB,2002.0,Action,Sega,0.08,0.02,0.03,0.0,0.13,73.0,26.168198060234815,7.7,29.0,From Software,T
9525,Margot's Word Brain,Wii,2008.0,Puzzle,Zoo Digital Publishing,0.12,0.0,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Slam Games,E10+
9526,Peppa Pig: Fun and Games,Wii,2010.0,Misc,Ubisoft,0.0,0.11,0.0,0.02,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9527,Dreamworks 2-in-1 Party Pack,DS,2010.0,Misc,Activision,0.12,0.0,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Activision,E
9528,Alter Echo,PS2,2003.0,Shooter,THQ,0.06,0.05,0.0,0.02,0.13,68.81214905564063,26.0,7.116133442712647,29.0,Outrage Games,T
9529,Walt Disney Pictures Presents: The Wild,GBA,2006.0,Platform,Disney Interactive Studios,0.09,0.03,0.0,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9530,Green Lantern: Rise of the Manhunters,3DS,2011.0,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13,68.81214905564063,22.0,7.116133442712647,29.0,Griptonite Games,E10+
9531,Puzzle de Harvest Moon,DS,2007.0,Puzzle,Natsume,0.12,0.0,0.0,0.01,0.13,68.81214905564063,22.0,7.116133442712647,29.0,Platinum Egg,E
9532,Metal Max 3,DS,2010.0,Role-Playing,Enterbrain,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9533,Rock Band Track Pack Volume 1,PS2,2008.0,Misc,MTV Games,0.06,0.05,0.0,0.02,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Harmonix Music Systems,T
9534,Puyo Puyo!! 20th Anniversary,3DS,2011.0,Puzzle,Sega,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9535,My Baby: First Steps,Wii,2009.0,Simulation,SouthPeak Games,0.12,0.0,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Dancing Dots,E
9536,Namco Soccer Prime Goal,PS,1995.0,Sports,Sony Computer Entertainment,0.0,0.0,0.06,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9537,NBA 08,PS2,2007.0,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,68.81214905564063,22.0,7.116133442712647,156.67227235438884,SCEA San Diego Studios,E
9538,Monster Hunter Frontier Online,X360,2010.0,Role-Playing,Capcom,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9539,Shin Megami Tensei: Digital Devil Saga,PS2,2004.0,Role-Playing,Ghostlight,0.06,0.05,0.0,0.02,0.13,73.0,26.168198060234815,7.7,48.0,Atlus Co.,M
9540,Deception IV: Blood Ties,PSV,2014.0,Action,Tecmo Koei,0.02,0.02,0.06,0.01,0.13,68.81214905564063,22.0,7.5,61.0,Koei Tecmo Games,M
9541,Rango: The Video Game,X360,2011.0,Action,Electronic Arts,0.06,0.06,0.0,0.01,0.13,68.81214905564063,25.0,7.7,29.0,Behaviour Interactive,E10+
9542,Assassination Classroom: Grand Siege on Kuro-sensei,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9543,Megamind: The Blue Defender,PSP,2010.0,Adventure,THQ,0.08,0.03,0.0,0.02,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,THQ,E10+
9544,Puppies 3D,3DS,2011.0,Misc,Ubisoft,0.08,0.04,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,MTO,E
9545,Cars 2,PSP,2011.0,Racing,Disney Interactive Studios,0.1,0.01,0.0,0.02,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9546,The Stronghold Collection,PC,2009.0,Strategy,Take-Two Interactive,0.03,0.08,0.0,0.02,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Take-Two Interactive,T
9547,Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,PS2,2005.0,Misc,Sega,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9548,Mystic Ark,SNES,1995.0,Role-Playing,Enix Corporation,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9549,One Piece: Unlimited World Red,PSV,2014.0,Action,Namco Bandai Games,0.03,0.04,0.04,0.02,0.13,68.81214905564063,22.0,7.7,29.0,Ganbarion,T
9550,The Price is Right 2010 Edition,DS,2009.0,Misc,Ubisoft,0.12,0.0,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ludia Inc.,E
9551,Cabela's Dangerous Hunts 2009,PS3,2008.0,Sports,Activision Value,0.12,0.0,0.0,0.01,0.13,68.81214905564063,22.0,7.116133442712647,29.0,FUN Labs,T
9552,Ty the Tasmanian Tiger 2: Bush Rescue,GBA,2004.0,Platform,Electronic Arts,0.09,0.03,0.0,0.0,0.13,68.81214905564063,22.0,7.116133442712647,156.67227235438884,Krome Studios,E
9553,Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004.0,Action,Konami Digital Entertainment,0.1,0.03,0.0,0.0,0.13,68.81214905564063,22.0,7.116133442712647,29.0,Konami,T
9554,Tom Clancy's Splinter Cell: Double Agent,Wii,2006.0,Action,Ubisoft,0.1,0.01,0.0,0.01,0.13,68.81214905564063,22.0,7.4,29.0,Ubisoft Shanghai,M
9555,LEGO Racers 2,PS2,2001.0,Racing,Electronic Arts,0.06,0.05,0.0,0.02,0.13,68.81214905564063,22.0,7.116133442712647,156.67227235438884,Attention Software,E
9556,Eat Lead: The Return of Matt Hazard,PS3,2009.0,Shooter,D3Publisher,0.09,0.02,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,29.0,Vicious Cycle,T
9557,Yu-Gi-Oh! Nightmare Troubadour (JP sales),DS,2005.0,Action,Konami Digital Entertainment,0.0,0.03,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9558,Backyard Baseball,GC,2003.0,Sports,Infogrames,0.1,0.03,0.0,0.0,0.13,70.0,22.0,7.7,29.0,Humongous Entertainment,E
9559,Star Wars: Lethal Alliance,PSP,2006.0,Action,Ubisoft,0.11,0.01,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,29.0,Ubisoft Montreal,T
9560,Naruto Shippuden: Kizuna Drive,PSP,2010.0,Action,Namco Bandai Games,0.04,0.02,0.05,0.01,0.13,68.81214905564063,22.0,7.116133442712647,29.0,Premium Agency,T
9561,Under Night In-Birth,PS3,2014.0,Fighting,Nippon Ichi Software,0.06,0.01,0.04,0.02,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9562,Sega GT,DC,2000.0,Racing,Sega,0.0,0.0,0.06,0.0,0.13,73.0,25.0,7.7,29.0,TOSE,E
9563,Steel Battalion: Heavy Armor,X360,2012.0,Misc,Capcom,0.08,0.02,0.02,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,92.0,From Software,M
9564,Green Lantern: Rise of the Manhunters,X360,2011.0,Action,Warner Bros. Interactive Entertainment,0.07,0.04,0.0,0.01,0.13,68.81214905564063,22.0,7.2,29.0,Double Helix Games,T
9565,Legends of Wrestling,GC,2002.0,Fighting,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.13,68.81214905564063,22.0,7.116133442712647,29.0,Acclaim,T
9566,Fit in Six,PS3,2011.0,Sports,Ubisoft,0.12,0.0,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,29.0,Blue Byte,E
9567,Gunstar Heroes,GEN,1992.0,Shooter,Sega,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9568,All-Star Baseball 2004,XB,2003.0,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.13,73.0,22.0,7.7,29.0,Acclaim,E
9569,Tamagotchi no Pichi Pichi Omisecchi,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9570,Shining Wind,PS2,2007.0,Role-Playing,Sega,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9571,Rock Band Track Pack Volume 2,PS3,2008.0,Misc,MTV Games,0.11,0.0,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Harmonix Music Systems,T
9572,Dokapon Kingdom,Wii,2008.0,Role-Playing,Sting,0.12,0.0,0.0,0.01,0.13,73.0,22.0,7.7,29.0,Sting,E10+
9573,Onechanbara: Bikini Samurai Squad,X360,2006.0,Action,D3Publisher,0.11,0.01,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,55.0,Tamsoft,M
9574,Portal Runner,PS2,2001.0,Platform,3DO,0.06,0.05,0.0,0.02,0.13,68.81214905564063,22.0,7.116133442712647,29.0,3DO,E
9575,Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,GBA,2004.0,Misc,Nintendo,0.09,0.03,0.0,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9576,Warriors Orochi 2,PS2,2008.0,Action,Tecmo Koei,0.06,0.05,0.0,0.02,0.13,68.81214905564063,22.0,7.7,29.0,Omega Force,T
9577,Hyperdevotion Noire: Goddess Black Heart,PSV,2014.0,Role-Playing,Idea Factory,0.04,0.01,0.06,0.02,0.13,68.81214905564063,24.0,7.116133442712647,36.0,Sting,T
9578,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,PS2,2005.0,Platform,Ubisoft,0.06,0.05,0.0,0.02,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Phoenix Games Studio,E
